tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
106341958221430784,44127968,y,report,other,n,reporter,none,SEPH ofrece asistencia especializada en casos de Bullying. http://t.co/5Eeg6Gr /via @wordpressdotcom
102128320229031938,236591492,y,report,other,n,reporter,none,@valefpd pero al q le hicieron bullying fue a mi poos :C ahahha oye si es rico el catchow viene rellenas con pescado 1313 asiq perfect ojajo
103608123264217088,79873874,n,,,,,,Frio é bullying contra os solteiros
106178171321335809,165892968,n,,,,,,"Olha que absurdo, na minha escola pode ir de chinelo de qualquer marca, menos Havainas, isso é preconceito, Bullying.!! kkk"
108334202587586560,69671485,n,,,,,,Bully beatdown jkhsjahsjahsjahsja
102419606462922752,232668502,y,self-disclosure,verbal,n,victim,none,The Cirque Du Freak Set Looks Like The Bully Game
106017990818021378,274370694,y,report,other,n,reporter,none,Memorial vigil to  include anti-bullying message http://t.co/6NbWung
108372068025892864,134227225,n,,,,,,Moda do momento/como se fazer de coitadinho: Eu sofri bullying na escola. buááááá...
109081267169013760,40635657,n,,,,,,"Agora sim voçês vão descobrir o real sentindo da palavra Bullying, -KKKK,"
103678400987803648,261902606,n,,,,,,"@Ooooh_NaNa @_lovejade 
lol im to short to b a bully. lol"
104102898283184128,25661299,y,report,other,n,reporter,none,"@WilkinsonLuke yeahh, i bully you.. of course ;) no cause i dont... nah, i just couldn't be bothered #awk"
105526459023630337,155068245,n,,,,,,"AGORA SE PREPARA PRO BULLYING TOTAL, MEU QUERIDO.. 324 NÃO LARGARÁ DO SEU PÉ"
106596648444108801,349432563,n,,,,,,#StrongHeart Evil Kyu is on roll. bullying Hyuk xD
106660847073509377,81636838,n,,,,,,isso é bullying? KKKKKKK
107628639876685824,278365020,y,report,other,n,reporter,none,POLÍTICA: Câmara aprova Programa Trote Solidário Cidade e Combate ao Bullying http://t.co/uKErp0P
106874767231033344,80182369,n,,,,,,"No había reflexionado respecto a las actividades que realizo en mis horas libres hasta hoy, practicó el bullying."
108386805828681729,272758325,n,,,,,,"@AmiraJfr Tak boleh bully cikgu, tak boleh gelak gelak mcm minggu lepas. Omg, thankyou baby *pengsan*"
100256549997510656,349780564,n,,,,,,Mir complaining 87line bullying him ! HOW CUTE !
102200434076295168,273119115,n,,,,,,"zoar Botafoguense é bullying, zoar Fluminense é homofobia, zoar Vascaíno gera um processo no PROCON (freguês tem sempre razão)."
103293807004614656,69727029,y,denial,other,y,bully,none,Yes a midget kicked me.....felt like a bulldozer shoved me
104222583481843712,298043568,n,,,,,,I liked a @YouTube video http://t.co/Tjzc6qN Jessica Jarrell Bullying
104289688344465410,254250687,n,,,,,,"""@rexsanchez: El niño genio de la UDLAP renuncio a la carrera por el bulling de fernando rivera"" es neta????"
105411283326738434,337292713,n,,,,,,While One Of My Besties Is Showing Sympathy The Other One Is Trying To Call Me A Bully..!!!
101309478384836609,119061320,n,,,,,,El bullying se incrementa en escuelas de Poza Rica: Profesores de nivel primaria y secundaria coinciden que la v... http://t.co/qmxY516
101881063495835648,123626946,n,,,,,,"Stress,cyber bullies,crying every night,holding a secret,about to blow = uh oh...that was me"
107903339735420928,360872775,n,,,,,,"@rawrrrdeep @cReems_10 san, your fat hubby of a hathi is bullying me :'( fat hathisaouros!!!!"
102891259370274818,355156508,y,self-disclosure,other,n,victim,none,"Senasib kita :( ""@ladybugverta: Perasaan sma itu udh berakhir dr 2 taun yg lalu tp knp gue masi tetep aja di bully -_-"" nyeeeeeh!"""
104050217179025408,184048857,n,,,,,,@xLilStarx @AlexisJordan I'd say pro-labor as they call themselves engender the most bullying as they're weak & bully the people themselves.
104578102226731009,357636222,y,self-disclosure,other,n,victim,none,Lmfao he stole ur girl so u put him on bully beatdown...
107429297215635458,100498056,n,,,,,,Lmaoo treasure searched for a cyber bullying video
108339249568423936,263315561,n,,,,,,@ItsmeBreandan  Whats wrong with Ballymun???. Apart from the fact that decent residents there are being bullied by D.C.C and B.R.L
102031376471171073,276931099,y,self-disclosure,other,n,victim,anger,@TheCodySimpson u care sooo much for people who get bullied everyday like me plzz retweett
104862710730194944,334037479,n,,,,,,Sofro Bullying por ser Corinthiana.
104901845641732097,103236359,n,,,,,,"@kawann_12 being ah bully , ha ga cant beat nobodt up !"
106471990176653312,15675233,n,,,,,,"@brunaslytherin Eu era feio (ainda sou), estranho,  excluido e alto d+... sofri bullying durante minha vida inteira :-("
108252549915750400,359460445,n,,,,,,@SHINeeSOOAH aww D; we dun bully lol we jus joke around xD
101473803963600896,208945735,y,self-disclosure,verbal,y,victim,none,"@YvonneOkoli, You never Bully me :D"
107217730243014657,22631774,n,,,,,,The Bully Project Trailer 2012 HD http://t.co/17dY3Qt
107243351069310976,29902677,n,,,,,,@SquirtGG lmbo true patience is not in bully vocab
108084305699422208,354798427,y,self-disclosure,other,n,victim,none,menino menina abestado abestada uq é bully................................................ é bully d café/// riu mt com prof tititica
100211708710240256,242382339,y,self-disclosure,other,n,victim,none,I won the HELPING HAND achievement in Bully: Scholarship Edition for 24 trueachievement points - http://tinyurl.com/6do3bqe
102730819231166465,6872532,y,report,other,n,reporter,none,@MindGrowth &lt; biggest bully alive .. :(
104218492869419008,155657076,n,,,,,,se quiserem cometer bullying comigo é só perguntar se to namorando
102263149167771648,41648915,n,,,,,,tava conversando sobre os tempo de escola e um amigo meu acabou por me fazer perceber q eu praticava 'bullying indireto' com os profs. omg!
104914149246636032,99087758,n,,,,,,"Bullying victims often suffer academically, particularly high-achieving blacks and Latinos http://j.mp/rbMbYZ, =("
101487046446694401,158000884,n,,,,,,@106andpark #If I Ruled The World Everybody that was bullied wouldnt be anymore. :)
102379185410027520,189880806,n,,,,,,"""@Tata_YO: No hay nada mejor que molestar a @natContrerasT y aparte que me haga caso haha// eso es BULLYING !"
102533927679438848,101116702,n,,,,,,"""Pe Lu mostra que é bom no futebol, e Thomas revela ter sofrido bullying"" http://t.co/tnpnO29"
103526260063473665,139838267,n,,,,,,
104568731778285569,135040936,y,denial,other,n,bully,none,
105430902951251969,148111013,y,self-disclosure,cyberbullying,n,victim,none,
107395299085008896,131482264,y,self-disclosure,other,n,victim,none,
103857378096709634,215722085,n,,,,,,
105131068411224064,60913507,n,,,,,,
106890866358099969,97565136,n,,,,,,
106902017380855808,92356864,n,,,,,,
107981520714743808,358266344,n,,,,,,
103579549102645249,98058942,n,,,,,,
105444046713012224,318631749,n,,,,,,
106482318029504512,237113572,n,,,,,,
107101533535084546,82938620,n,,,,,,
102512000717946880,42867956,n,,,,,,
103139432051384321,14156415,y,accusation,other,n,accuser,none,
103657243970502656,219840796,y,accusation,other,y,accuser,none,
104362853531783168,64909297,n,,,,,,
106472769763549184,349198033,n,,,,,,
107544553745170432,14302884,n,,,,,,
101818372358017025,103905721,n,,,,,,
105628824686956544,88786689,n,,,,,,
106062211465756672,258984268,n,,,,,,
106313706681532416,143710266,n,,,,,,
107621388122206210,46318016,n,,,,,,
107694271313874944,218576888,n,,,,,,
108787583038926849,24287407,n,,,,,,
100603165413609472,211431229,n,,,,,,
105825534302371840,225488429,n,,,,,,
101932595595591681,175186394,n,,,,,,
106485383277182976,97745154,n,,,,,,
106633167590531072,185492854,n,,,,,,
103643513446596608,231219120,n,,,,,,
104372999150518272,136777034,n,,,,,,
104912044096102400,100526972,n,,,,,,
106682085774860288,350650974,n,,,,,,
106951084613971970,227921221,n,,,,,,
107008201450463232,63842639,y,report,other,n,reporter,none,
101975257094684672,280492580,y,report,other,n,reporter,none,
105479926026747905,73323589,y,self-disclosure,other,y,bully,none,"to fazendoo os temas de artes,aii qe sacoo,tem que fazer um desenho sobre bullying;ninguem merece -.-"
107917264174596096,195873486,n,,,,,,4. I get bullied.
100153267362869248,179400048,n,,,,,,Não é bullying se você vai forçar o meme...
103844887274852352,179538219,n,,,,,,"Why do they call bully ""le boulevard cafe SUPER club""? There is nothing super about that place. More like super RATCHET club."
103913470503813120,32633139,y,self-disclosure,other,n,bully,none,The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ
103942266795728896,232918809,n,,,,,,"Even Psychology Today got attacked for ""Bullying."" How can we make ANY progress if mere information is accused of... http://t.co/ilzXk2L"
106473340818030593,125495045,n,,,,,,"Read my response to ""Ano ba talaga si Cristopher Lao? Bobo/Tanga o Batang na-cyber bully lang o sadyang hindi lang…"": http://t.co/E7AbPpr"
102428141515055104,65103253,n,,,,,,ain gnt eu fico mt puta com quem pratica bullying namoral
103576184754946050,37476983,n,,,,,,@AmandaVsc26 @nxavieer ain jésus viu UAHUAHSUASHAUSA to sefrendo bulling agr KKKK
105389742987804672,216461989,y,accusation,other,y,accuser,none,@Shulinggy u being bullied not new :P
104621498152648706,357918897,n,,,,,,"fuera feas, fuera feas, para ustedes no hay lugar. Si ese tema salía un tiempo antes, lo implementaba como arma de bulling.-"
108013537200324608,95612757,n,,,,,,Think im bad Nal i kno Call me a bully Nal i jus dnt get dat sht Pussys get abused and misused not TJ Play wit fire and get burned #Cold ...
102157616800727040,174023504,y,accusation,cyberbullying,y,accuser,none,OG bully look dog
106484637521551360,104883964,y,report,other,n,reporter,none,"Se você tem problemas com bullying, compre um cafeteira. #tosca kaspdkaskdk"
101523032916504577,308762158,n,,,,,,Rebecca Black Forced to Be Homeschooled Due to School Bullying … http://t.co/fIeKRXI
101714341446950912,216394528,n,,,,,,Gostei muito do que o cantor @justinbieber  fez ao colcar o menino #CaseyHernes no palaco pra cantar com ele! DIGA NÃO AO BULLYING
102098558307680256,254187164,n,,,,,,Tolong saya di bully sama @erwindombos (˘̩̩̩.˘̩ƪ) ( ˘̩̩̩^˘̩̩̩)
101776670507278338,263446193,n,,,,,,Are you guys building a treadmill in there though? @cchhrriii @claiirebearr ... @mandafrappp is bullying me and my shocks
102684976750931968,230388216,n,,,,,,#News :- 'Financial Services Compensation Scheme reprimanded for bullying ...' http://t.co/BjO7XU2
103415029868666880,94047003,n,,,,,,Lmao why did me and Char just bully andre in to buying us waters
103654890181640193,273489951,n,,,,,,@GinnaCont jajajajajaja tu! Bullying a mi? xD #NoMeHagasReir
106035598602665984,38939777,n,,,,,,@FukMyNamE IMA BULLY
101754251402944512,257935730,y,report,other,n,reporter,none,6 - Eu ja sofri Bullying por causa dos meninos =\ DavidMauroCesarRicardo
102819816347410432,313799471,n,,,,,,"So like i'm so sick off these girls bullying me, just makes me wish there was no such thing as bullies or school. :("
104605048356610048,109710371,n,,,,,,@BellaGarrettFan Please go like the facebook page to help stop bullying http://t.co/3QI4W52
105618806998695937,326543946,n,,,,,,@RichhRumors plz dnt tell me u a twitter bully lol
106325729226137600,79517905,y,report,other,y,reporter,none,#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG
106494476469542913,350584115,n,,,,,,@Mani70 lol. Gola were the 2nd worse in my area. The kid with Gola boots used to bully me!! Gutted I was 10yrs early b4 they became cool
107184248372477952,229882886,y,report,other,n,reporter,none,"Por que sempre que a Jesse J vai cantar, sempre entra aquele homem falando? Isso é bully"
107369159079378944,64062941,n,,,,,,@Tasha_JessieJxx thing and then it was gonna kill me and i woke up..... hahah im not a pussy you just scared me shitless heheh you bully! xx
108484251195936768,29977615,n,,,,,,agora sim : que comece o bullying
102334301122732032,44610621,n,,,,,,"nossa mano, a erika num sabe me dar oi normal como todas as pessoas, ela tem que me bater .. isso é bullying ta dona 
@erikanasc_"
106400780105433088,360840788,n,,,,,,"Dulu saya jd korban verbal bullying, saya diem aja. Pas mrk beralih ke fisik saya ngelawan dan mrk kalah. Think twice b4 u touch my skin :))"
106870700396122112,210241599,n,,,,,,"VIU GENTE, É ISSO QUE O @jojicozzolino SEMPRE DIZ ""@victoroliveira: Não é bullying, é sinceridade."""
100989756502061056,275089624,n,,,,,,played the song 'Another face in the Crowd' by Clockwork Bully on @myspace http://t.co/j7bHeDp
102545561076510722,18412950,y,self-disclosure,other,y,bully,none,"coitado do meu irmão, ele sofre #bullying auhsuahsuhaush"
102807029390901249,232317822,n,,,,,,@simonpegg isn't the whole mag just bullying?! It's like a bitch you can keep in your handbag
105032813190983680,355334374,n,,,,,,"Today, 17 teens will take their own lives due to bullying. http://tumblr.com/x0n3y3q5rb"
106889862451445760,338761803,n,,,,,,#bullying justificado : a pessoa usa crocs verde limão e depois não quer ser xingada..xD
107067427581460480,300217181,n,,,,,,"@Amelia_Loves_U Wow kid, you need to'stop, bullying Perry. That's just...wrong on so many levels.."
100346783842045952,148999707,n,,,,,,@DyamondNDaRough Protect Me from The bully imma Be In The Bully Protection Program they gon change my name and move me to alaska Ctfupppp
100961024643039232,351587680,n,,,,,,@xMarkHenry @xzackryder @xnattiebynature -_-he is a bully ugh! God
102849462824734721,177711292,y,self-disclosure,other,y,victim,none,eu já to sofrendo bullying --' haha @ba_previde
107990965884698624,224016904,n,,,,,,Thompson School District has a new website to support our community in dealing with bullying and cyberbullying.  Check it out!
102976474096742400,323661845,n,,,,,,"I was a fucking BAWSE. ""@OhSoChoochie: #WhenIFirstMet @LepaaShandy I Hated Her Coz My Bestfriend Said She Bullied The Hell Outta Her"""
103649593920729089,243204054,n,,,,,,"@sophiabush follow me, and spread the word to people I am trying to get the message of anti bullying out! Please help me,I cant do it alone!"
107098406446563330,80103412,n,,,,,,#NEWS Defeat the Label are honored to have @MileyCyrus and Cody Simpson as support to stop bullying.  http://t.co/ToRwzId
101772093389152257,34730759,n,,,,,,Now Jim bloody Davidson's appearing in my timeline. This is tantamount to bullying! *headbutts the screen*
104318773535834112,61019988,n,,,,,,"@RudeAssYessy i feel you , but if you fight her & WIN , don't you think they gonnah think you really IS bullying her ?"
104883016593195008,281035147,y,report,other,n,reporter,none,"Never be bullied into silence. Never allow yourself to be made a victim. ""Accept no one's definition of your life; define yourself."" #quote"
105799675247988738,202815774,n,,,,,,@kalualonso @panchomoragas @drigoigo paren de hacerle bullying a mi amiga!!!!!
106496960030187521,32682385,n,,,,,,Grieving Mom Forms Group To 'Rise Above' Bullying Environments (NBC) http://t.co/pmUr55B #news #Columbus
